sample,oxide,n,mean,2SD,2RSD%,2SE
UnkA-C21MI_17,Al2O3,3,0.028466666666666668,0.0094495149787348,33.1950174897007,0.005455680016683938
UnkA-C21MI_17,Fo,3,81.89869172516919,1.1184264928016652,1.3656219278261672,0.6457238366878505
UnkA-C21MI_18,SiO2,3,40.348766738452206,0.19336638277193763,0.47923740526041975,0.11164013314560241
UnkA-C21MI_18,MgO,3,44.376666666666665,0.04163331998931835,0.09381804249076471,0.02403700850309078
UnkA-C21MI_18,FeO,3,16.816666666666666,0.2579405616287077,1.5338388203887474,0.14892205269125766
UnkA-C21MI_18,MnO,3,0.28800000000000003,0.006520736154760472,2.264144498180719,0.003764748774265484
UnkA-C21MI_18,CaO,3,0.3862333333333334,0.005783885660465088,1.497510743194551,0.0033393279430315352
UnkA-C21MI_18,Cr2O3,3,0.0085,0.004014971979976946,47.234964470317,0.0023180451534284947
UnkA-C21MI_18,NiO,3,0.15533333333333332,0.007777746031681262,5.007132638421414,0.004490483765079721
UnkA-C21MI_18,Al2O3,3,0.030833333333333334,0.0060011110082494965,19.46306272945783,0.0034647430560496733
UnkA-C21MI_18,Fo,3,82.4681818796079,0.23346462007838012,0.2830966013282627,0.13479086124850648
UnkA-C21MI_19,SiO2,3,38.96279195238689,0.2511714675024511,0.6446444284829137,0.1450139143752935
UnkA-C21MI_19,MgO,3,42.18,0.06928203230275874,0.16425327715210702,0.04000000000000211
UnkA-C21MI_19,FeO,3,19.323333333333334,0.09451631252505147,0.48913047710049057,0.054569018479149266
UnkA-C21MI_19,MnO,3,0.3388333333333333,0.005139390365922137,1.5167900735628541,0.0029672284112357153
UnkA-C21MI_19,CaO,3,0.2682,0.0037040518354904623,1.3810782384379054,0.002138535324312746
UnkA-C21MI_19,Cr2O3,3,0.006200000000000001,0.007068238818828918,114.00385191659544,0.004080849584747438
UnkA-C21MI_19,NiO,3,0.15133333333333332,0.011317832536900947,7.478743967115164,0.006534353661822867
UnkA-C21MI_19,Al2O3,3,0.028866666666666665,0.007770027884977847,26.916955721632267,0.004486027691002858
UnkA-C21MI_19,Fo,3,79.55449859866268,0.09134627359286511,0.11482226046535685,0.052738795648309876
UnkA-C21MI_2,SiO2,3,39.869132740903574,1.1359821647248076,2.849277339708349,0.6558596085984815
UnkA-C21MI_2,MgO,3,43.50666666666666,1.1229128787814906,2.5810133591361266,0.6483140528409912
UnkA-C21MI_2,FeO,3,17.83666666666667,1.1868164699452648,6.653801924566985,0.68520880840158
UnkA-C21MI_2,MnO,3,0.32093333333333335,0.032603271819456,10.158892340918985,0.01882350776142546
UnkA-C21MI_2,CaO,3,0.38693333333333335,0.025276339397415422,6.532479168870284,0.014593301355226138
UnkA-C21MI_2,Cr2O3,3,0.0089,0.015469970911414154,173.81989788105793,0.008931591870060642
UnkA-C21MI_2,NiO,3,0.1472,0.015488059917239479,10.521779835081167,0.008942035562443267
UnkA-C21MI_2,Al2O3,3,0.025400000000000002,0.0045431266766402184,17.886325498583535,0.0026229754097208003
UnkA-C21MI_2,Fo,3,81.29925782696851,1.4055153448026751,1.7288169441768741,0.8114746626719742
UnkA-C21MI_20,SiO2,3,39.974945976689334,0.0968855485774318,0.24236567732681577,0.055936897551764814
UnkA-C21MI_20,MgO,3,46.06333333333333,0.06429100507328979,0.1395708916852662,0.037118429085535455
UnkA-C21MI_20,FeO,3,14.376666666666667,0.11718930554164583,0.8151354431368827,0.06765927710061453
