No.,element,peak_mm,net_cps,bg_minus,bg_plus,sd_pct,dl_ppm,flagged
95,K,119.485,394.9,34.6,22.5,0.99,62.0,False
95,Mn,146.243,3.6,2.4,1.5,13.92,281.0,False
95,Al,90.995,1076.2,14.1,7.6,0.69,149.0,False
95,P,197.118,26.0,3.3,3.7,4.97,167.0,False
95,Mg,107.534,573.4,39.9,0.0,0.97,172.0,False
95,Ca,107.121,2437.6,36.3,34.0,0.46,89.0,False
95,Ti,88.305,558.6,0.0,45.9,0.98,126.0,False
96,Na,129.476,312.7,0.0,16.5,1.83,153.0,False
96,S,171.948,2.9,5.1,4.1,21.71,104.0,False
96,Fe,134.739,182.6,4.1,2.6,1.68,400.0,False
96,Si,77.822,3134.7,29.7,20.3,0.4,223.0,False
96,Cl,151.478,30.0,9.1,6.8,4.12,44.0,False
96,F,199.14,-0.0,3.9,3.5,100.0,392.0,True
96,K,119.485,411.7,31.9,22.5,0.96,60.0,False
96,Mn,146.243,2.0,2.1,2.7,24.01,316.0,False
96,Al,90.995,1018.7,12.8,8.8,0.71,148.0,False
96,P,197.118,24.7,2.9,3.1,5.04,154.0,False
96,Mg,107.534,592.8,36.7,0.0,0.95,165.0,False
96,Ca,107.121,2350.0,36.9,39.0,0.47,93.0,False
96,Ti,88.305,568.3,0.0,47.5,0.98,128.0,False
97,Na,129.476,284.3,0.0,17.4,1.93,157.0,False
97,S,171.948,3.1,5.1,5.1,21.76,110.0,False
97,Fe,134.739,187.2,2.6,1.9,1.65,332.0,False
97,Si,77.822,3163.7,32.3,19.4,0.4,228.0,False
97,Cl,151.478,22.4,9.1,7.2,5.06,45.0,False
97,F,199.14,0.5,3.2,2.7,87.45,350.0,True
97,K,119.485,397.0,34.4,23.9,0.98,63.0,False
97,Mn,146.243,2.3,2.2,1.9,20.07,289.0,False
97,Al,90.995,1046.7,16.0,9.8,0.7,162.0,False
97,P,197.118,24.5,3.0,3.7,5.14,165.0,False
97,Mg,107.534,591.1,38.9,0.0,0.95,170.0,False
97,Ca,107.121,2457.1,31.6,37.2,0.46,89.0,False
97,Ti,88.305,564.8,0.0,48.9,0.98,130.0,False
98,Na,129.476,227.2,0.0,17.0,2.18,155.0,False
98,S,171.948,2.2,4.5,5.4,29.48,109.0,False
98,Fe,134.739,182.7,3.3,3.3,1.69,414.0,False
98,Si,77.822,3601.9,31.5,21.7,0.38,230.0,False
98,Cl,151.478,3.4,7.1,8.7,23.34,45.0,False
98,F,199.14,1.0,4.4,2.9,55.4,395.0,True
98,K,119.485,182.9,29.8,21.4,1.53,59.0,False
98,Mn,146.243,2.5,2.0,2.2,19.09,296.0,False
98,Al,90.995,845.5,14.8,9.4,0.78,157.0,False
98,P,197.118,13.0,2.3,3.4,7.57,153.0,False
98,Mg,107.534,596.3,38.9,0.0,0.95,170.0,False
98,Ca,107.121,1950.0,32.0,34.5,0.52,87.0,False
98,Ti,88.305,684.7,0.0,46.4,0.88,126.0,False
99,Na,129.476,243.9,0.0,17.3,2.1,157.0,False
99,S,171.948,0.9,5.9,5.5,69.23,116.0,True
99,Fe,134.739,182.2,3.5,3.2,1.69,413.0,False
99,Si,77.822,3606.0,31.5,17.6,0.38,223.0,False
99,Cl,151.478,5.3,8.1,7.4,15.82,44.0,False
99,F,199.14,1.0,3.5,3.2,52.08,372.0,True
99,K,119.485,181.8,28.7,20.9,1.53,58.0,False
99,Mn,146.243,2.4,2.2,1.7,19.08,283.0,False
99,Al,90.995,837.9,13.7,8.9,0.78,151.0,False
99,P,197.118,15.9,3.0,2.2,6.45,140.0,False
99,Mg,107.534,595.8,37.6,0.0,0.94,167.0,False
99,Ca,107.121,1969.4,34.1,35.1,0.51,88.0,False
99,Ti,88.305,703.5,0.0,45.4,0.87,125.0,False
100,Na,129.476,241.0,0.0,17.0,2.11,155.0,False
100,S,171.948,18.8,4.4,5.1,5.2,107.0,False
100,Fe,134.739,164.1,2.6,2.7,1.78,372.0,False
100,Si,77.822,3601.2,29.9,19.1,0.38,222.0,False
100,Cl,151.478,3.6,8.5,8.9,23.59,47.0,False
100,F,199.14,0.1,3.9,2.5,391.26,370.0,True
100,K,119.485,43.1,23.8,20.9,3.99,54.0,False
100,Mn,146.243,2.3,2.2,1.7,19.59,281.0,False
100,Al,90.995,955.3,13.7,11.1,0.73,158.0,False
100,P,197.118,7.9,2.4,2.5,10.17,139.0,False
100,Mg,107.534,834.9,42.6,0.0,0.79,178.0,False
100,Ca,107.121,2343.3,31.1,34.3,0.47,86.0,False
100,Ti,88.305,313.9,0.0,45.1,1.35,125.0,False
101,Na,129.476,237.6,0.0,17.8,2.13,159.0,False
101,S,171.948,18.0,6.3,4.9,5.47,114.0,False
101,Fe,134.739,164.6,3.3,2.5,1.77,378.0,False
101,Si,77.822,3635.3,29.7,17.0,0.37,217.0,False
101,Cl,151.478,5.0,7.4,7.5,16.2,43.0,False
101,F,199.14,1.2,2.1,3.3,38.18,324.0,True
101,K,119.485,46.1,22.1,20.5,3.75,53.0,False
101,Mn,146.243,1.9,2.5,2.0,24.55,302.0,False
101,Al,90.995,983.1,20.0,10.2,0.72,176.0,False
101,P,197.118,6.8,1.8,3.2,11.59,145.0,False
101,Mg,107.534,823.5,43.9,0.0,0.8,181.0,False
101,Ca,107.121,2342.1,30.4,33.0,0.47,85.0,False
101,Ti,88.305,316.1,0.0,42.8,1.34,121.0,False
102,Na,129.476,590.4,0.0,20.6,1.32,171.0,False
102,S,171.948,2.4,4.7,4.0,25.65,101.0,False
102,Fe,134.739,108.3,2.8,2.1,2.2,347.0,False
102,Si,77.822,5280.2,42.1,25.5,0.31,261.0,False
102,Cl,151.478,62.4,9.2,6.3,2.58,44.0,False
102,F,199.14,4.6,3.9,2.6,13.46,371.0,False
102,K,119.485,927.5,47.6,23.3,0.62,70.0,False
102,Mn,146.243,2.3,2.0,1.6,19.25,271.0,False
102,Al,90.995,650.4,13.7,9.9,0.89,154.0,False
102,P,197.118,-0.3,3.3,2.8,100.0,153.0,True
102,Mg,107.534,2.5,20.3,0.0,42.69,123.0,True
102,Ca,107.121,86.5,25.5,26.3,3.05,77.0,False
102,Ti,88.305,49.3,0.0,45.2,4.41,125.0,False
103,Na,129.476,573.1,0.0,23.6,1.35,183.0,False
103,S,171.948,2.2,6.0,4.5,29.64,110.0,False
103,Fe,134.739,104.4,2.2,2.4,2.24,348.0,False
103,Si,77.822,5264.1,44.2,23.5,0.31,262.0,False
103,Cl,151.478,59.7,9.5,7.7,2.68,46.0,False
103,F,199.14,5.4,4.5,2.9,12.35,396.0,False
103,K,119.485,932.3,47.9,23.2,0.62,70.0,False
103,Mn,146.243,4.0,1.9,1.7,12.57,269.0,False
103,Al,90.995,647.0,13.6,11.5,0.9,159.0,False
103,P,197.118,0.0,2.0,3.1,4264.93,146.0,True
103,Mg,107.534,2.0,23.0,0.0,55.9,131.0,True
103,Ca,107.121,92.0,26.1,27.5,2.94,78.0,False
103,Ti,88.305,56.9,0.0,41.0,3.89,119.0,False
104,Na,129.476,513.2,0.0,22.7,1.43,179.0,False
104,S,171.948,72.4,5.1,4.6,2.28,107.0,False
104,Fe,134.739,1.2,2.3,2.1,43.6,335.0,True
104,Si,77.822,3615.3,31.3,19.5,0.37,226.0,False
104,Cl,151.478,232.7,8.1,7.5,1.24,44.0,False
104,F,199.14,-0.3,3.7,2.8,100.0,368.0,True
104,K,119.485,191.4,25.8,20.3,1.48,55.0,False
104,Mn,146.243,0.3,1.9,1.3,124.46,257.0,True
104,Al,90.995,1964.1,16.7,10.5,0.51,166.0,False
104,P,197.118,1.6,2.2,2.1,33.99,130.0,True
104,Mg,107.534,-3.2,23.6,0.0,100.0,133.0,True
104,Ca,107.121,2874.9,29.3,35.7,0.42,86.0,False
104,Ti,88.305,0.4,0.0,39.6,353.56,117.0,True
105,Na,129.476,504.2,0.0,19.9,1.44,168.0,False
105,S,171.948,67.5,5.9,5.5,2.4,116.0,False
105,Fe,134.739,1.4,2.5,1.8,38.46,324.0,True
105,Si,77.822,3614.7,31.9,19.2,0.37,227.0,False
105,Cl,151.478,229.7,9.1,7.3,1.25,45.0,False
105,F,199.14,0.2,2.7,2.2,237.36,318.0,True
105,K,119.485,185.6,26.1,20.8,1.51,56.0,False
105,Mn,146.243,0.6,1.5,1.4,53.76,246.0,True
105,Al,90.995,1983.0,19.6,11.5,0.51,178.0,False
105,P,197.118,0.6,2.4,2.6,93.71,141.0,True
105,Mg,107.534,1.2,19.3,0.0,87.93,120.0,True
105,Ca,107.121,2874.0,28.1,33.9,0.42,84.0,False
105,Ti,88.305,2.6,0.0,38.9,55.4,116.0,True
