No.,element,peak_mm,net_cps,bg_minus,bg_plus,sd_pct,dl_ppm,flagged
107,Ca,107.775,775.3,284.7,247.5,0.6,14.0,False
107,Cr,159.16,10.8,72.7,67.0,20.76,51.0,False
107,Ni,115.404,29.4,37.7,31.0,4.35,64.0,False
107,Al,90.986,19.8,78.0,64.7,10.31,24.0,False
108,Mg,107.54,59964.5,297.7,242.8,0.09,39.0,False
108,Mn,146.037,107.1,93.0,85.1,2.04,34.0,False
108,Fe,134.743,2007.0,0.0,26.1,0.5,112.0,False
108,Si,77.808,26591.9,194.6,114.5,0.14,60.0,False
108,Ca,107.775,768.4,286.5,243.0,0.61,14.0,False
108,Cr,159.16,14.4,66.6,63.7,15.22,49.0,False
108,Ni,115.404,27.9,36.6,33.3,4.58,64.0,False
108,Al,90.986,13.5,85.0,66.2,15.24,24.0,False
109,Mg,107.54,59758.2,302.6,237.4,0.09,39.0,False
109,Mn,146.037,108.6,93.8,85.9,2.03,34.0,False
109,Fe,134.743,2010.1,0.0,23.5,0.5,106.0,False
109,Si,77.808,26586.7,187.7,109.9,0.14,59.0,False
109,Ca,107.775,855.5,283.2,240.3,0.56,14.0,False
109,Cr,159.16,15.0,67.2,64.1,14.69,49.0,False
109,Ni,115.404,28.4,37.6,33.1,4.52,65.0,False
109,Al,90.986,15.4,86.8,64.9,13.52,24.0,False
110,Mg,107.54,58529.6,300.1,223.8,0.09,38.0,False
110,Mn,146.037,123.7,92.2,85.7,1.82,34.0,False
110,Fe,134.743,2144.7,0.0,23.2,0.49,106.0,False
110,Si,77.808,25522.8,191.7,107.2,0.14,60.0,False
110,Ca,107.775,741.2,284.2,242.0,0.62,14.0,False
110,Cr,159.16,10.8,72.0,65.7,20.68,50.0,False
110,Ni,115.404,26.3,38.9,35.0,4.91,66.0,False
110,Al,90.986,17.6,85.5,65.6,11.85,24.0,False
111,Mg,107.54,58581.4,298.2,235.1,0.09,39.0,False
111,Mn,146.037,124.5,93.0,87.0,1.82,34.0,False
111,Fe,134.743,2121.3,0.0,21.0,0.49,100.0,False
111,Si,77.808,25363.0,192.0,103.7,0.14,59.0,False
111,Ca,107.775,723.3,284.7,244.1,0.63,14.0,False
111,Cr,159.16,7.2,69.5,70.5,30.65,51.0,False
111,Ni,115.404,29.8,37.9,32.1,4.32,65.0,False
111,Al,90.986,19.4,83.1,65.2,10.73,24.0,False
112,Mg,107.54,58469.0,292.0,235.1,0.09,39.0,False
112,Mn,146.037,122.8,97.3,88.0,1.85,35.0,False
112,Fe,134.743,2159.3,0.0,21.1,0.48,101.0,False
112,Si,77.808,26356.4,190.0,109.7,0.14,60.0,False
112,Ca,107.775,725.3,281.8,245.9,0.63,14.0,False
112,Cr,159.16,8.0,69.9,70.3,27.79,51.0,False
112,Ni,115.404,27.5,36.8,35.1,4.68,65.0,False
112,Al,90.986,26.9,83.5,64.2,7.9,24.0,False
113,Mg,107.54,53645.1,289.7,240.2,0.1,39.0,False
113,Mn,146.037,154.3,99.1,88.2,1.55,35.0,False
113,Fe,134.743,2677.7,0.0,27.3,0.43,115.0,False
113,Si,77.808,25868.4,193.5,115.0,0.14,60.0,False
113,Ca,107.775,682.9,293.1,253.3,0.67,14.0,False
113,Cr,159.16,2.7,70.3,70.0,80.78,51.0,True
113,Ni,115.404,24.6,37.7,33.5,5.14,65.0,False
113,Al,90.986,16.0,89.0,69.8,13.25,25.0,False
114,Mg,107.54,53374.5,283.7,221.8,0.1,38.0,False
114,Mn,146.037,156.0,99.9,87.0,1.54,35.0,False
114,Fe,134.743,2675.2,0.0,28.2,0.43,116.0,False
114,Si,77.808,25919.1,187.8,117.6,0.14,60.0,False
114,Ca,107.775,713.3,287.5,249.0,0.64,14.0,False
114,Cr,159.16,4.9,72.9,68.4,44.99,51.0,True
114,Ni,115.404,21.8,40.8,34.3,5.82,67.0,False
114,Al,90.986,18.9,84.9,67.4,11.11,24.0,False
115,Mg,107.54,53331.4,299.1,227.3,0.1,39.0,False
115,Mn,146.037,155.1,98.5,93.4,1.56,35.0,False
115,Fe,134.743,2675.4,0.0,25.5,0.43,111.0,False
115,Si,77.808,25807.5,197.4,114.4,0.14,61.0,False
115,Ca,107.775,713.7,297.1,246.6,0.65,14.0,False
115,Cr,159.16,0.3,67.5,72.1,659.49,51.0,True
115,Ni,115.404,23.2,38.9,33.9,5.45,66.0,False
115,Al,90.986,14.5,86.1,67.1,14.36,25.0,False
116,Mg,107.54,51788.9,292.2,235.8,0.1,39.0,False
116,Mn,146.037,182.1,96.4,87.3,1.36,34.0,False
116,Fe,134.743,2847.9,0.0,23.6,0.42,106.0,False
116,Si,77.808,25851.1,189.7,122.5,0.14,61.0,False
116,Ca,107.775,777.5,293.4,253.3,0.61,14.0,False
116,Cr,159.16,0.5,73.9,68.3,453.27,51.0,True
116,Ni,115.404,13.6,37.9,35.2,8.86,66.0,False
116,Al,90.986,23.1,85.4,65.9,9.17,24.0,False
117,Mg,107.54,51660.7,298.6,231.9,0.1,39.0,False
117,Mn,146.037,183.6,99.0,90.6,1.36,35.0,False
117,Fe,134.743,2859.3,0.0,26.9,0.42,114.0,False
117,Si,77.808,25822.1,191.4,116.8,0.14,60.0,False
117,Ca,107.775,743.6,295.0,251.8,0.63,14.0,False
117,Cr,159.16,-0.4,75.5,70.0,100.0,52.0,True
117,Ni,115.404,13.6,39.7,34.9,8.91,67.0,False
117,Al,90.986,18.5,87.0,69.3,11.45,25.0,False
118,Mg,107.54,51568.2,300.4,231.6,0.1,39.0,False
118,Mn,146.037,179.7,98.2,88.9,1.38,35.0,False
118,Fe,134.743,2864.7,0.0,24.5,0.42,109.0,False
118,Si,77.808,25118.2,192.4,114.0,0.14,60.0,False
118,Ca,107.775,708.8,297.0,254.7,0.65,14.0,False
118,Cr,159.16,-1.8,73.9,68.6,100.0,51.0,True
118,Ni,115.404,13.7,38.5,34.0,8.78,66.0,False
118,Al,90.986,14.7,83.8,68.5,14.14,24.0,False
119,Mg,107.54,51401.6,300.2,223.3,0.1,38.0,False
119,Mn,146.037,181.3,101.5,89.5,1.38,35.0,False
119,Fe,134.743,2914.3,0.0,25.6,0.42,111.0,False
119,Si,77.808,25039.1,199.1,117.8,0.14,61.0,False
119,Ca,107.775,675.1,297.7,253.8,0.67,14.0,False
119,Cr,159.16,0.5,70.9,70.6,405.38,51.0,True
119,Ni,115.404,13.7,38.1,34.6,8.75,66.0,False
119,Al,90.986,17.0,84.5,68.9,12.32,25.0,False
120,Mg,107.54,55745.6,293.7,238.1,0.1,39.0,False
120,Mn,146.037,140.5,95.4,91.4,1.67,35.0,False
120,Fe,134.743,2447.2,0.0,22.1,0.45,103.0,False
120,Si,77.808,25490.6,191.5,119.3,0.14,61.0,False
120,Ca,107.775,789.2,290.8,247.1,0.6,14.0,False
120,Cr,159.16,9.8,66.9,68.9,22.38,50.0,False
120,Ni,115.404,24.9,37.7,33.0,5.06,65.0,False
120,Al,90.986,17.4,84.6,67.0,11.96,24.0,False
121,Mg,107.54,55737.8,295.9,244.6,0.1,39.0,False
121,Mn,146.037,136.4,97.5,87.5,1.7,35.0,False
121,Fe,134.743,2434.9,0.0,25.1,0.46,110.0,False
121,Si,77.808,26013.9,201.3,112.6,0.14,61.0,False
121,Ca,107.775,787.8,289.8,248.2,0.6,14.0,False
121,Cr,159.16,9.0,68.9,69.5,24.55,51.0,False
121,Ni,115.404,22.8,38.6,34.7,5.55,66.0,False
121,Al,90.986,18.7,83.0,68.7,11.16,24.0,False
122,Mg,107.54,55815.4,294.5,234.5,0.1,39.0,False
122,Mn,146.037,142.5,96.3,86.0,1.64,34.0,False
122,Fe,134.743,2431.6,0.0,23.4,0.46,106.0,False
122,Si,77.808,25123.2,193.8,117.5,0.14,61.0,False
122,Ca,107.775,785.6,290.2,247.2,0.6,14.0,False
122,Cr,159.16,3.4,72.1,66.5,64.32,51.0,True
122,Ni,115.404,23.7,39.7,34.0,5.37,66.0,False
122,Al,90.986,17.2,82.8,68.1,12.07,24.0,False
123,Mg,107.54,54885.8,293.1,235.3,0.1,39.0,False
123,Mn,146.037,148.2,96.3,87.6,1.59,34.0,False
123,Fe,134.743,2513.9,0.0,23.1,0.45,105.0,False
123,Si,77.808,25830.2,204.4,112.3,0.14,61.0,False
123,Ca,107.775,778.4,296.9,251.3,0.61,14.0,False
123,Cr,159.16,3.9,69.7,69.8,55.59,51.0,True
123,Ni,115.404,21.9,39.7,34.6,5.77,67.0,False
123,Al,90.986,17.0,85.2,65.4,12.22,24.0,False
124,Mg,107.54,54912.4,293.2,230.4,0.1,38.0,False
124,Mn,146.037,150.9,96.8,88.0,1.57,35.0,False
124,Fe,134.743,2497.3,0.0,24.7,0.45,109.0,False
124,Si,77.808,25958.2,191.0,121.3,0.14,61.0,False
124,Ca,107.775,764.1,294.0,250.3,0.61,14.0,False
124,Cr,159.16,2.5,72.1,66.5,85.06,50.0,True
124,Ni,115.404,22.0,38.0,33.9,5.7,65.0,False
124,Al,90.986,15.3,85.7,66.1,13.54,24.0,False
125,Mg,107.54,54449.3,288.5,226.2,0.1,38.0,False
125,Mn,146.037,151.8,97.6,87.1,1.57,35.0,False
125,Fe,134.743,2555.7,0.0,24.6,0.44,109.0,False
125,Si,77.808,25669.7,200.2,116.2,0.14,61.0,False
125,Ca,107.775,798.5,292.5,251.3,0.6,14.0,False
125,Cr,159.16,3.3,70.2,70.0,65.58,51.0,True
125,Ni,115.404,21.8,37.9,32.9,5.71,65.0,False
125,Al,90.986,17.9,84.5,67.2,11.69,24.0,False
126,Mg,107.54,66076.0,301.6,241.7,0.09,39.0,False
126,Mn,146.037,67.0,93.3,81.7,3.01,34.0,False
126,Fe,134.743,1382.2,0.0,22.0,0.61,103.0,False
126,Si,77.808,26669.0,191.3,108.6,0.14,60.0,False
126,Ca,107.775,208.8,270.4,228.4,1.66,14.0,False
126,Cr,159.16,7.1,66.5,61.9,29.75,49.0,False
126,Ni,115.404,53.1,35.4,31.2,2.66,63.0,False
126,Al,90.986,18.0,79.6,63.1,11.31,24.0,False
127,Mg,107.54,66073.0,304.1,237.1,0.09,39.0,False
127,Mn,146.037,71.5,90.3,82.2,2.84,33.0,False
127,Fe,134.743,1364.5,0.0,24.2,0.61,108.0,False
127,Si,77.808,26883.3,189.2,116.0,0.14,60.0,False
127,Ca,107.775,208.4,267.7,230.3,1.66,14.0,False
127,Cr,159.16,3.8,69.7,69.0,56.76,51.0,True
127,Ni,115.404,52.5,35.9,32.3,2.7,64.0,False
127,Al,90.986,18.5,85.0,64.3,11.28,24.0,False
128,Mg,107.54,65884.7,301.9,239.1,0.09,39.0,False
128,Mn,146.037,68.4,93.4,80.9,2.96,34.0,False
128,Fe,134.743,1363.7,0.0,21.2,0.61,101.0,False
128,Si,77.808,26888.9,184.5,109.7,0.14,59.0,False
128,Ca,107.775,216.7,270.4,236.3,1.61,14.0,False
128,Cr,159.16,6.0,65.4,63.2,35.38,49.0,True
128,Ni,115.404,53.9,35.8,30.8,2.63,63.0,False
128,Al,90.986,25.0,76.3,63.4,8.22,23.0,False
